	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
AM-388-B05_contigs_AM-388-B05_NODE_69_1	AM-388-B05_contigs	AM-388-B05_NODE_69	1	299	1129	1	D										Domain of unknown function (DUF4382) [PF14321.9]; Carboxypeptidase regulatory-like domain [PF13620.9]					0
AM-388-B05_contigs_AM-388-B05_NODE_69_2	AM-388-B05_contigs	AM-388-B05_NODE_69	2	1540	2910	1	D			MER0473568	M20F	MER0473568 - subfamily M20F unassigned peptidases (Marivirga tractuosa) [M20.UPF]#M20F#{peptidase unit: 37-467}~source YP_004052461~	True	0.457	354.0	7.611e-106	Peptidase family M20/M25/M40 [PF01546.31]					0
AM-388-B05_contigs_AM-388-B05_NODE_69_3	AM-388-B05_contigs	AM-388-B05_NODE_69	3	3041	3715	-1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_69_4	AM-388-B05_contigs	AM-388-B05_NODE_69	4	3866	6481	-1	D										Secretion system C-terminal sorting domain [PF18962.3]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_1	AM-388-B05_contigs	AM-388-B05_NODE_7	1	213	1382	-1	C	K07495	putative transposase								Domain of unknown function (DUF4372) [PF14294.9]; Transposase DDE domain [PF01609.24]; Transposase DDE domain group 1 [PF13701.9]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_2	AM-388-B05_contigs	AM-388-B05_NODE_7	2	1525	2223	-1	C	K03630	DNA repair protein RadC								RadC-like JAB domain [PF04002.18]; UPF0758 N-terminal [PF20582.1]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_3	AM-388-B05_contigs	AM-388-B05_NODE_7	3	2420	2671	-1	C	K02968	small subunit ribosomal protein S20								Ribosomal protein S20 [PF01649.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_4	AM-388-B05_contigs	AM-388-B05_NODE_7	4	2795	5224	-1	C	K02004	putative ABC transport system permease protein								MacB-like periplasmic core domain [PF12704.10]; FtsX-like permease family [PF02687.24]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_5	AM-388-B05_contigs	AM-388-B05_NODE_7	5	5319	6764	-1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_7_6	AM-388-B05_contigs	AM-388-B05_NODE_7	6	6855	9248	-1	C	K02004	putative ABC transport system permease protein								MacB-like periplasmic core domain [PF12704.10]; FtsX-like permease family [PF02687.24]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_7	AM-388-B05_contigs	AM-388-B05_NODE_7	7	9424	10797	1	D										Sigma-54 interaction domain [PF00158.29]; Sigma-54 interaction domain [PF14532.9]; Response regulator receiver domain [PF00072.27]; Bacterial regulatory protein, Fis family [PF02954.22]; Helix-turn-helix domain [PF18024.4]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_8	AM-388-B05_contigs	AM-388-B05_NODE_7	8	10787	12142	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; GHKL domain [PF14501.9]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_9	AM-388-B05_contigs	AM-388-B05_NODE_7	9	12399	14780	-1	C	K02004	putative ABC transport system permease protein								FtsX-like permease family [PF02687.24]; MacB-like periplasmic core domain [PF12704.10]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_10	AM-388-B05_contigs	AM-388-B05_NODE_7	10	14797	17151	-1	C	K02004	putative ABC transport system permease protein								FtsX-like permease family [PF02687.24]; MacB-like periplasmic core domain [PF12704.10]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_11	AM-388-B05_contigs	AM-388-B05_NODE_7	11	17167	19542	-1	C	K02004	putative ABC transport system permease protein								MacB-like periplasmic core domain [PF12704.10]; FtsX-like permease family [PF02687.24]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_12	AM-388-B05_contigs	AM-388-B05_NODE_7	12	19545	20192	-1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_7_13	AM-388-B05_contigs	AM-388-B05_NODE_7	13	20204	22588	-1	C	K02004	putative ABC transport system permease protein								FtsX-like permease family [PF02687.24]; MacB-like periplasmic core domain [PF12704.10]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_14	AM-388-B05_contigs	AM-388-B05_NODE_7	14	22797	24167	1	D										Sigma-54 interaction domain [PF00158.29]; Sigma-54 interaction domain [PF14532.9]; Response regulator receiver domain [PF00072.27]; Bacterial regulatory protein, Fis family [PF02954.22]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_15	AM-388-B05_contigs	AM-388-B05_NODE_7	15	24157	25506	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_16	AM-388-B05_contigs	AM-388-B05_NODE_7	16	25510	26190	1	C	K15256	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]								Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF08242.15]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13489.9]; Mycolic acid cyclopropane synthetase [PF02353.23]; Methyltransferase small domain [PF05175.17]; O-methyltransferase domain [PF00891.21]; Nodulation protein S (NodS) [PF05401.14]; Tellurite resistance protein TehB [PF03848.17]; mRNA capping enzyme [PF03291.19]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_17	AM-388-B05_contigs	AM-388-B05_NODE_7	17	26221	28476	-1	D			MER0068633	C40	MER0068633 - family C40 non-peptidase homologues (Methanosarcina barkeri) [C40.UNW]#C40#{peptidase unit: 171-861}~source YP_306945~	False	0.282	132.0	1.8200000000000002e-29	PKD domain [PF18911.3]; Secretion system C-terminal sorting domain [PF18962.3]; PKD domain [PF00801.23]					0
AM-388-B05_contigs_AM-388-B05_NODE_7_18	AM-388-B05_contigs	AM-388-B05_NODE_7	18	28499	29806	-1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_7_19	AM-388-B05_contigs	AM-388-B05_NODE_7	19	29813	30388	-1	C	K03088	RNA polymerase sigma-70 factor, ECF subfamily								Sigma-70 region 2 [PF04542.17]; ECF sigma factor [PF07638.14]; Sigma-70, region 4 [PF08281.15]					0
AM-388-B05_contigs_AM-388-B05_NODE_70_1	AM-388-B05_contigs	AM-388-B05_NODE_70	1	3	1535	1	C	K02004	putative ABC transport system permease protein								MacB-like periplasmic core domain [PF12704.10]; FtsX-like permease family [PF02687.24]					0
AM-388-B05_contigs_AM-388-B05_NODE_70_2	AM-388-B05_contigs	AM-388-B05_NODE_70	2	1616	2938	-1	D										Outer membrane efflux protein [PF02321.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_70_3	AM-388-B05_contigs	AM-388-B05_NODE_70	3	2913	5963	-1	D										AcrB/AcrD/AcrF family [PF00873.22]					0
AM-388-B05_contigs_AM-388-B05_NODE_70_4	AM-388-B05_contigs	AM-388-B05_NODE_70	4	5981	6280	-1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_71_1	AM-388-B05_contigs	AM-388-B05_NODE_71	1	3	4157	1	D			MER1153494	S01D	MER1153494 - subfamily S1D non-peptidase homologues (Methanosarcina acetivorans) [S01.UND]#S01D#{peptidase unit: 242-467}~source Q8TI44~	False	0.257	64.0	2.245e-08	Glutamine cyclotransferase [PF05096.15]; PKD domain [PF18911.3]; Lactonase, 7-bladed beta-propeller [PF10282.12]; PKD domain [PF00801.23]; SMP-30/Gluconolactonase/LRE-like region [PF08450.15]					0
AM-388-B05_contigs_AM-388-B05_NODE_71_2	AM-388-B05_contigs	AM-388-B05_NODE_71	2	4169	5629	1	D										Secretion system C-terminal sorting domain [PF18962.3]					0
AM-388-B05_contigs_AM-388-B05_NODE_71_3	AM-388-B05_contigs	AM-388-B05_NODE_71	3	5673	6170	1	D										Cohesin domain [PF00963.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_72_1	AM-388-B05_contigs	AM-388-B05_NODE_72	1	3	233	1	D										Semialdehyde dehydrogenase, dimerisation domain [PF02774.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_72_2	AM-388-B05_contigs	AM-388-B05_NODE_72	2	279	1490	1	C	K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	MER1102717	T05	MER1102717 - family T5 unassigned peptidases (Aphanocapsa montana) [T05.UPW]#T05#{peptidase unit: 191-409}~source A0A0C1X430~	False	0.703	311.0	8.894e-92	ArgJ family [PF01960.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_72_3	AM-388-B05_contigs	AM-388-B05_NODE_72	3	1538	2611	1	C	K21898	ornithine racemase [EC:5.1.1.12]								Alanine racemase, N-terminal domain [PF01168.23]					0
AM-388-B05_contigs_AM-388-B05_NODE_72_4	AM-388-B05_contigs	AM-388-B05_NODE_72	4	2840	4231	1	D										Fungal trichothecene efflux pump (TRI12) [PF06609.16]; Sugar (and other) transporter [PF00083.27]					0
AM-388-B05_contigs_AM-388-B05_NODE_72_5	AM-388-B05_contigs	AM-388-B05_NODE_72	5	4420	6060	-1	C	K02004	putative ABC transport system permease protein								FtsX-like permease family [PF02687.24]; MacB-like periplasmic core domain [PF12704.10]					0
AM-388-B05_contigs_AM-388-B05_NODE_73_1	AM-388-B05_contigs	AM-388-B05_NODE_73	1	3	545	1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_73_2	AM-388-B05_contigs	AM-388-B05_NODE_73	2	630	1517	1	C	K03527	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]								LytB protein [PF02401.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_73_3	AM-388-B05_contigs	AM-388-B05_NODE_73	3	1504	2628	1	C	K03629	DNA replication and repair protein RecF								RecF/RecN/SMC N terminal domain [PF02463.22]; AAA ATPase domain [PF13175.9]; AAA domain [PF13476.9]					0
AM-388-B05_contigs_AM-388-B05_NODE_73_4	AM-388-B05_contigs	AM-388-B05_NODE_73	4	2625	2918	1	D										Dna[CI] antecedent, DciA [PF05258.15]					0
AM-388-B05_contigs_AM-388-B05_NODE_73_5	AM-388-B05_contigs	AM-388-B05_NODE_73	5	2924	3535	-1	C	K01557	acylpyruvate hydrolase [EC:3.7.1.5]								Fumarylacetoacetate (FAA) hydrolase family [PF01557.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_73_6	AM-388-B05_contigs	AM-388-B05_NODE_73	6	3569	4390	-1	C	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]								Exonuclease [PF00929.27]; Exodeoxyribonuclease X-like C-terminal [PF20600.1]; RNase_H superfamily [PF13482.9]					0
AM-388-B05_contigs_AM-388-B05_NODE_73_7	AM-388-B05_contigs	AM-388-B05_NODE_73	7	4515	5816	-1	D										2-oxoacid dehydrogenases acyltransferase (catalytic domain) [PF00198.26]; Biotin-requiring enzyme [PF00364.25]; e3 binding domain [PF02817.20]					0
AM-388-B05_contigs_AM-388-B05_NODE_73_8	AM-388-B05_contigs	AM-388-B05_NODE_73	8	5945	6169	-1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_74_1	AM-388-B05_contigs	AM-388-B05_NODE_74	1	71	1057	-1	C	K01444	N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]	MER1096898	T02	MER1096898 - {Chryseobacterium meningosepticum}-type N4-(beta-N-acetylglucosaminyl)-L-asparaginase (Pontibacter korlensis) [T02.007]#T02#{peptidase unit: 55-306}~source A0A0E3UW08~	True	0.732	375.0	3.7299999999999998e-115	Asparaginase [PF01112.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_74_2	AM-388-B05_contigs	AM-388-B05_NODE_74	2	1066	2508	-1	C	K02429	MFS transporter, FHS family, L-fucose permease													0
AM-388-B05_contigs_AM-388-B05_NODE_74_3	AM-388-B05_contigs	AM-388-B05_NODE_74	3	2604	5114	-1	C	K01192	beta-mannosidase [EC:3.2.1.25]								Glycosyl hydrolases family 2, TIM barrel domain [PF02836.20]; Mannosidase Ig/CBM-like domain [PF17786.4]; Ig-fold domain [PF17753.4]; Glycosyl hydrolases family 2, sugar binding domain [PF02837.21]; Glycosyl hydrolases family 2 [PF00703.24]	GH2	GH2 beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-); beta-xylosidase (EC 3.2.1.37); beta-D-galactofuranosidase (EC 3.2.1.146); beta-glucosidase (EC 3.2.1.21); beta-galacturonidase RGII specific (EC 3.2.1.-); glycyrrhizin beta-glucuronidase (EC 3.2.1.128)	3.2.1.128,3.2.1.146,3.2.1.152,3.2.1.165,3.2.1.185,3.2.1.21,3.2.1.23,3.2.1.25,3.2.1.31,3.2.1.37,3.2.1.55,3.2.1.-,3.2.1.52	GH2.hmm	0
AM-388-B05_contigs_AM-388-B05_NODE_74_4	AM-388-B05_contigs	AM-388-B05_NODE_74	4	5118	5867	-1	C	K06201	copper homeostasis protein								CutC family [PF03932.17]					0
AM-388-B05_contigs_AM-388-B05_NODE_75_1	AM-388-B05_contigs	AM-388-B05_NODE_75	1	607	4200	-1	D										Secretion system C-terminal sorting domain [PF18962.3]					0
AM-388-B05_contigs_AM-388-B05_NODE_75_2	AM-388-B05_contigs	AM-388-B05_NODE_75	2	4654	5439	-1	D										Domain of unknown function (DUF6597) [PF20240.1]; Helix-turn-helix domain [PF12833.10]					0
AM-388-B05_contigs_AM-388-B05_NODE_76_1	AM-388-B05_contigs	AM-388-B05_NODE_76	1	2	238	-1	D			MER1299539	S09B	MER1299539 - subfamily S9B unassigned peptidases () [S09.UPB]#S09B#{peptidase unit: 472-708}~source PLW93261~	False	0.832	136.0	2.456e-37	Prolyl oligopeptidase family [PF00326.24]					0
AM-388-B05_contigs_AM-388-B05_NODE_76_2	AM-388-B05_contigs	AM-388-B05_NODE_76	2	475	1212	-1	D										PcrB family [PF01884.20]; Histidine biosynthesis protein [PF00977.24]; NADH:flavin oxidoreductase / NADH oxidase family [PF00724.23]					0
AM-388-B05_contigs_AM-388-B05_NODE_76_3	AM-388-B05_contigs	AM-388-B05_NODE_76	3	1258	2214	-1	C	K00297	methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]								Methylenetetrahydrofolate reductase [PF02219.20]					0
AM-388-B05_contigs_AM-388-B05_NODE_76_4	AM-388-B05_contigs	AM-388-B05_NODE_76	4	2221	5745	-1	C	K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]								Vitamin B12 dependent methionine synthase, activation domain [PF02965.20]; Homocysteine S-methyltransferase [PF02574.19]; Pterin binding enzyme [PF00809.25]; B12 binding domain [PF02607.20]; B12 binding domain [PF02310.22]					0
AM-388-B05_contigs_AM-388-B05_NODE_77_1	AM-388-B05_contigs	AM-388-B05_NODE_77	1	1	1617	-1	D										Sulfatase [PF00884.26]; Domain of unknown function (DUF4976) [PF16347.8]					0
AM-388-B05_contigs_AM-388-B05_NODE_77_2	AM-388-B05_contigs	AM-388-B05_NODE_77	2	1618	3033	-1	C	K13745	L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]								Pyridoxal-dependent decarboxylase conserved domain [PF00282.22]; Aminotransferase class-V [PF00266.22]					0
AM-388-B05_contigs_AM-388-B05_NODE_77_3	AM-388-B05_contigs	AM-388-B05_NODE_77	3	3232	4209	-1	C	K19244	alanine dehydrogenase [EC:1.4.1.1]								Ornithine cyclodeaminase/mu-crystallin family [PF02423.18]					0
AM-388-B05_contigs_AM-388-B05_NODE_77_4	AM-388-B05_contigs	AM-388-B05_NODE_77	4	4336	5742	-1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_78_1	AM-388-B05_contigs	AM-388-B05_NODE_78	1	3	1547	1	D										TonB dependent receptor [PF00593.27]; Outer membrane protein beta-barrel family [PF14905.9]					0
AM-388-B05_contigs_AM-388-B05_NODE_78_2	AM-388-B05_contigs	AM-388-B05_NODE_78	2	1531	2646	1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_78_3	AM-388-B05_contigs	AM-388-B05_NODE_78	3	2909	5011	1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_78_4	AM-388-B05_contigs	AM-388-B05_NODE_78	4	5008	5631	1	D										Family of unknown function (DUF5723) [PF18990.3]					0
AM-388-B05_contigs_AM-388-B05_NODE_79_1	AM-388-B05_contigs	AM-388-B05_NODE_79	1	1	258	1	C	K23886	CDGSH iron-sulfur domain-containing protein 3								Iron-binding zinc finger CDGSH type [PF09360.13]					0
AM-388-B05_contigs_AM-388-B05_NODE_79_2	AM-388-B05_contigs	AM-388-B05_NODE_79	2	267	1676	-1	D										Dolichyl-phosphate-mannose-protein mannosyltransferase [PF13231.9]	GT83	GT83 undecaprenyl phosphate-alpha-L-Ara4N: 4-amino-4-deoxy-beta-L-arabinosyltransferase (EC 2.4.2.43); dodecaprenyl phosphate-beta-galacturonic acid: lipopolysaccharide core alpha-galacturonosyl transferase (EC 2.4.1.-)	2.4.2.43	GT83.hmm	0
AM-388-B05_contigs_AM-388-B05_NODE_79_3	AM-388-B05_contigs	AM-388-B05_NODE_79	3	1839	2075	-1	D										ATP synthase, Delta/Epsilon chain, beta-sandwich domain [PF02823.19]					0
AM-388-B05_contigs_AM-388-B05_NODE_79_4	AM-388-B05_contigs	AM-388-B05_NODE_79	4	2086	3594	-1	C	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.28]; ATP synthase alpha/beta family, beta-barrel domain [PF02874.26]; T3SS EscN ATPase C-terminal domain [PF18269.4]					0
AM-388-B05_contigs_AM-388-B05_NODE_79_5	AM-388-B05_contigs	AM-388-B05_NODE_79	5	3669	4268	-1	C	K03101	signal peptidase II [EC:3.4.23.36]	MER0249155	A08	MER0249155 - family A8 unassigned peptidases (Thermophagus xiamenensis) [A08.UPW]#A08#{peptidase unit: 18-201}~source ZP_09483615~	False	0.669	233.0	1.2e-68	Signal peptidase (SPase) II [PF01252.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_79_6	AM-388-B05_contigs	AM-388-B05_NODE_79	6	4417	4812	-1	C	K06204	DnaK suppressor protein								Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]					0
AM-388-B05_contigs_AM-388-B05_NODE_79_7	AM-388-B05_contigs	AM-388-B05_NODE_79	7	4867	5541	-1	D										Domain of unknown function (DUF5915) [PF19302.2]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_1	AM-388-B05_contigs	AM-388-B05_NODE_8	1	1	1260	-1	D			MER0075542	M38	MER0075542 - family M38 non-peptidase homologues (Nocardioides sp. JS614) [M38.UNW]#M38#{peptidase unit: 52-393}~source ABL81142~	False	0.463	232.0	1.73e-64						0
AM-388-B05_contigs_AM-388-B05_NODE_8_2	AM-388-B05_contigs	AM-388-B05_NODE_8	2	1323	3884	-1	C	K07469	aldehyde oxidoreductase [EC:1.2.99.7]								Molybdopterin cofactor-binding domain [PF02738.21]; Molybdopterin cofactor-binding domain [PF20256.1]; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.25]; [2Fe-2S] binding domain [PF01799.23]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_3	AM-388-B05_contigs	AM-388-B05_NODE_8	3	3881	5119	-1	C	K01733	threonine synthase [EC:4.2.3.1]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_4	AM-388-B05_contigs	AM-388-B05_NODE_8	4	5130	6599	-1	D										Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_5	AM-388-B05_contigs	AM-388-B05_NODE_8	5	6622	9855	-1	C	K12527	putative selenate reductase [EC:1.97.1.9]								Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.9]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; NAD(P)-binding Rossmann-like domain [PF13450.9]; HI0933-like protein [PF03486.17]; FAD binding domain [PF01494.22]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_6	AM-388-B05_contigs	AM-388-B05_NODE_8	6	9947	10534	1	D										MobA-like NTP transferase domain [PF12804.10]; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [PF01128.22]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_7	AM-388-B05_contigs	AM-388-B05_NODE_8	7	10546	11481	1	C	K07402	xanthine dehydrogenase accessory factor								XdhC Rossmann domain [PF13478.9]; XdhC and CoxI family [PF02625.19]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_8	AM-388-B05_contigs	AM-388-B05_NODE_8	8	11500	12543	-1	D										37-kD nucleoid-associated bacterial protein [PF04245.16]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_9	AM-388-B05_contigs	AM-388-B05_NODE_8	9	12586	13017	-1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_8_10	AM-388-B05_contigs	AM-388-B05_NODE_8	10	13169	14011	-1	D										Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_11	AM-388-B05_contigs	AM-388-B05_NODE_8	11	14148	16013	-1	C	K07407	alpha-galactosidase [EC:3.2.1.22]								Melibiase [PF02065.21]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_12	AM-388-B05_contigs	AM-388-B05_NODE_8	12	16184	17101	1	D			MER0974348	S08A	MER0974348 - subfamily S8A unassigned peptidases (Bacillus cereus) [S08.UPA]#S08A#{peptidase unit: 99-364}~source J8HA44~	False	0.319	72.0	3.798e-12	Subtilase family [PF00082.25]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_13	AM-388-B05_contigs	AM-388-B05_NODE_8	13	17205	17330	-1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_8_14	AM-388-B05_contigs	AM-388-B05_NODE_8	14	17385	17531	1	E															0
AM-388-B05_contigs_AM-388-B05_NODE_8_15	AM-388-B05_contigs	AM-388-B05_NODE_8	15	17617	19551	1	C	K01989	putative tryptophan/tyrosine transport system substrate-binding protein								ABC transporter substrate binding protein [PF04392.15]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_16	AM-388-B05_contigs	AM-388-B05_NODE_8	16	19597	21534	1	C	K01989	putative tryptophan/tyrosine transport system substrate-binding protein								ABC transporter substrate binding protein [PF04392.15]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_17	AM-388-B05_contigs	AM-388-B05_NODE_8	17	21577	22827	1	D										STAS domain [PF01740.24]; STAS domain [PF13466.9]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_18	AM-388-B05_contigs	AM-388-B05_NODE_8	18	22837	23778	1	C	K05832	putative tryptophan/tyrosine transport system permease protein								Branched-chain amino acid transport system / permease component [PF02653.19]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_19	AM-388-B05_contigs	AM-388-B05_NODE_8	19	23771	24583	1	C	K05833	putative tryptophan/tyrosine transport system ATP-binding protein								ABC transporter [PF00005.30]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_20	AM-388-B05_contigs	AM-388-B05_NODE_8	20	24754	25746	1	C	K01989	putative tryptophan/tyrosine transport system substrate-binding protein								ABC transporter substrate binding protein [PF04392.15]					0
AM-388-B05_contigs_AM-388-B05_NODE_8_21	AM-388-B05_contigs	AM-388-B05_NODE_8	21	26122	29037	1	D										Sortilin, neurotensin receptor 3, [PF15902.8]; Photosynthesis system II assembly factor YCF48 [PF14870.9]	GH74	GH74 endoglucanase (EC 3.2.1.4); oligoxyloglucan reducing end-specific cellobiohydrolase (EC 3.2.1.150); xyloglucanase (EC 3.2.1.151)	3.2.1.150,3.2.1.151,3.2.1.4	GH74.hmm	0
AM-388-B05_contigs_AM-388-B05_NODE_8_22	AM-388-B05_contigs	AM-388-B05_NODE_8	22	29034	29966	1	C	K03930	putative tributyrin esterase [EC:3.1.1.-]	MER0227752	S09X	MER0227752 - family S9 unassigned peptidases (Paludibacter propionicigenes) [S09.UPW]#S09X#{peptidase unit: 34-257}~source YP_004041189~	False	0.649	287.0	4.703e-85	Putative esterase [PF00756.23]; Esterase PHB depolymerase [PF10503.12]; Prolyl oligopeptidase family [PF00326.24]	CE1	CE1 acetyl xylan esterase (EC 3.1.1.72); cinnamoyl esterase (EC 3.1.1.-); feruloyl esterase (EC 3.1.1.73); carboxylesterase (EC 3.1.1.1); S-formylglutathione hydrolase (EC 3.1.2.12); diacylglycerol O-acyltransferase (EC 2.3.1.20); trehalose 6-O-mycolyltransferase (EC 2.3.1.122)	2.3.1.122,3.1.1.72,3.2.1.8,3.1.1.-,2.3.1.20	CE1.hmm	0
